Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Chính phủ đấu thầu
Mã chứng khoán:,QHD0811076
Mã ISIN:,VNBD08110767
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,76/2008/GCNTP-TTLK cấp ngày 09/12/2008
Tổng số chứng khoán đăng ký:,4.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,400.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,10.74%/năm
Cách thức trả lãi:,
Kỳ hạn:,3 năm
Ngày phát hành:,25/11/2008
Ngày đáo hạn:,25/11/2011
Nơi quản lý tại VSD:,Trụ sở chính
