Keys,Values
Tên TCPH:,"
Ngân hàng Chính sách Xã hội
"
Tên chứng khoán:,Trái phiếu Ngân hàng Chính sách Xã hội
Mã chứng khoán:,VBS112019
Mã ISIN:,VNVBS1120195
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,19/2012/GCNTP-VSD do VSD cấp ngày 07/03/2012
Tổng số chứng khoán đăng ký:,13.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.300.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,"11,90%/năm"
Cách thức trả lãi:,Trả sau mỗi năm một lần trùng với ngày phát hành
Kỳ hạn:,05 năm
Ngày phát hành:,28/02/2012
Ngày đáo hạn:,28/02/2017
Nơi quản lý tại VSD:,Trụ sở chính
