Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán MB
"
Tên chứng quyền:,Chứng quyền CMWG01MBS20CE
Mã chứng quyền:,CMWG2009
Mã ISIN:,VN0CMWG20093
Mã chứng khoán cơ sở:,MWG
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Đầu tư Thế giới Di động
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,04 tháng
Ngày đáo hạn:,23/10/2020
Tỷ lệ chuyển đổi:,"7,8893:1"
Giá thực hiện:,80.870  đồng
Giá phát hành lần đầu:,1.600  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   101/2020/GCNCW-VSD do VSD cấp ngày 08/07/2020
Số lượng chứng quyền đăng ký lần đầu tại VSD:,4.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,6.400.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,4.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
