Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.NVL.KIS.M.CA.T.09
Mã chứng quyền:,CNVL2202
Mã ISIN:,VN0CNVL22024
Mã chứng khoán cơ sở:,NVL
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,5 tháng
Ngày đáo hạn:,15/08/2022
Tỷ lệ chuyển đổi:,16:1
Giá thực hiện:,79.999  đồng
Giá phát hành lần đầu:,1.000  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số: 47/2022/GCNCW-VSD do VSD cấp lần đầu ngày 31/03/2022
Số lượng chứng quyền đăng ký lần đầu tại VSD:,3.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,3.000.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,3.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
