Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.VNM.KIS.M.CA.T.09
Mã chứng quyền:,CVNM2105
Mã ISIN:,VN0CVNM21057
Mã chứng khoán cơ sở:,VNM
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty Cổ phần Sữa Việt Nam
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,5 tháng
Ngày đáo hạn:,27/09/2021
Tỷ lệ chuyển đổi:,"19,7542:1"
Giá thực hiện:,117.931  đồng
Giá phát hành lần đầu:,1.100  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   64/2021/GCNCW-VSD do VSD cấp lần đầu ngày 11/05/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,5.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,5.500.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,5.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
