Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.VIC.KIS.M.CA.T.01
Mã chứng quyền:,CVIC1901
Mã ISIN:,VN0CVIC19011
Mã chứng khoán cơ sở:,VIC
Tổ chức phát hành mã chứng khoán cơ sở:,Tập đoàn Vingroup – Công ty CP
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,03 tháng
Ngày đáo hạn:,14/11/2019
Tỷ lệ chuyển đổi:,5:1
Giá thực hiện:,140.888  đồng
Giá phát hành lần đầu:,1.960  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,số 17/2019/GCNCW-VSD do VSD cấp ngày 27/8/2019
Số lượng chứng quyền đăng ký lần đầu tại VSD:,2.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,3.920.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,2.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
