Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH (NHPT) kỳ hạn 5 năm
Mã chứng khoán:,QH061119
Mã ISIN:,VN0QH0611199
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,48/2006/GCNTP-TTLK ngày 29/9/2006
Tổng số chứng khoán đăng ký:,4.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,400.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,8.40%/năm
Cách thức trả lãi:,"Trả sau, định kỳ 1 năm 1 lần"
Kỳ hạn:,5 năm
Ngày phát hành:,19/09/2006
Ngày đáo hạn:,19/09/2011
Nơi quản lý tại VSD:,Trụ sở chính
