Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán MB
"
Tên chứng quyền:,Chứng quyền CPNJ02MBS20CE
Mã chứng quyền:,CPNJ2007
Mã ISIN:,VN0CPNJ20073
Mã chứng khoán cơ sở:,PNJ
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty CP Vàng bạc Đá quý Phú Nhuận
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,"3,5 tháng"
Ngày đáo hạn:,20/11/2020
Tỷ lệ chuyển đổi:,5:1
Giá thực hiện:,53.000  đồng
Giá phát hành lần đầu:,1.670  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,số 134/2020/GCNCW-VSD do VSD cấp lần đầu ngày 24/08/2020
Số lượng chứng quyền đăng ký lần đầu tại VSD:,2.500.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,4.175.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,2.500.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
