Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ đấu thầu đợt 81/2014
Mã chứng khoán:,TD1419088
Mã ISIN:,VNTD14190886
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,"số 56/2014/GCNTP-VSD-1 do VSD cấp lần đầu ngày 30/07/2014, cấp thay đổi lần thứ 1 ngày 14/08/2014"
Tổng số chứng khoán đăng ký:,70.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,7.000.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,6.6%/năm
Cách thức trả lãi:,"Tiền gốc trái phiếu được thanh toán 01 lần khi đến hạn, tiền lãi trái phiếu được thanh toán định kỳ hàng năm vào ngày 31/07 từ năm 2015 đến năm đáo hạn"
Kỳ hạn:,5 năm
Ngày phát hành:,31/07/2014
Ngày đáo hạn:,31/07/2019
Nơi quản lý tại VSD:,Trụ sở chính
