Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.STB.KIS.M.CA.T.08
Mã chứng quyền:,CSTB2010
Mã ISIN:,VN0CSTB20105
Mã chứng khoán cơ sở:,STB
Tổ chức phát hành mã chứng khoán cơ sở:,Ngân Hàng TMCP Sài Gòn Thương Tín
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,09 tháng
Ngày đáo hạn:,11/06/2021
Tỷ lệ chuyển đổi:,2:1
Giá thực hiện:,11.999  đồng
Giá phát hành lần đầu:,1.100  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,số 153/2020/GCNCW-VSD do VSD cấp lần đầu ngày 25/09/2020
Số lượng chứng quyền đăng ký lần đầu tại VSD:,3.500.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,3.850.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,3.500.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
