Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ đấu thầu đợt 69/2016
Mã chứng khoán:,TD1621478
Mã ISIN:,VNTD16214783
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,"Số: 57/2016/GCNTP-VSD do VSD cấp ngày 23/06/2016, Số: 57/2016/GCNTP-VSD-1 cấp thay đổi lần 1 ngày 30/06/2016"
Tổng số chứng khoán đăng ký:,69.700.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,6.970.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,6%/năm
Cách thức trả lãi:," Tiền gốc trái phiếu được thanh toán 01 lần khi đến hạn, tiền lãi trái phiếu được thanh toán định kỳ hàng năm vào ngày 23/06 từ năm 2017 đến năm đáo hạn."
Kỳ hạn:,5 năm
Ngày phát hành:,23/06/2016
Ngày đáo hạn:,23/06/2021
Nơi quản lý tại VSD:,Trụ sở chính
