Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán SSI
"
Tên chứng quyền:,Chứng quyền HPG/5M/SSI/C/EU/Cash-10
Mã chứng quyền:,CHPG2111
Mã ISIN:,VN0CHPG21111
Mã chứng khoán cơ sở:,HPG
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Tập đoàn Hòa Phát
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,5 tháng
Ngày đáo hạn:,06/01/2022
Tỷ lệ chuyển đổi:,5:1
Giá thực hiện:,48.000  đồng
Giá phát hành lần đầu:,1.700  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   81/2021/GCNCW-VSD do VSD cấp lần đầu ngày 23/08/2021; Số:   81/2021/GCNCW-VSD-1 cấp thay đổi lần 01 ngày 20/10/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,25.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,42.500.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,37.500.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
