Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán Ngân hàng Đầu tư và phát triển Việt Nam
"
Tên chứng quyền:,Chứng quyền HPG/BSC/C/9M/EU/Cash/2021-01
Mã chứng quyền:,CHPG2116
Mã ISIN:,VN0CHPG21160
Mã chứng khoán cơ sở:,HPG
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Tập đoàn Hòa Phát
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,9 tháng
Ngày đáo hạn:,06/07/2022
Tỷ lệ chuyển đổi:,4:1
Giá thực hiện:,61.410  đồng
Giá phát hành lần đầu:,2.830  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số: 153/2021/GCNCW-VSD do VSD cấp lần đầu ngày 19/10/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,2.500.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,7.075.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,2.500.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
