Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ đấu thầu đợt 108/2019
Mã chứng khoán:,TD1934191
Mã ISIN:,VNTD19341914
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,"Số: 24/2019/GCNTP-VSD do VSD cấp lần đầu ngày 25/07/2019, số 24/2019/GCNTP-VSD-10 cấp thay đổi lần 10 ngày 31/12/2019"
Tổng số chứng khoán đăng ký:,144.732.368 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,14.473.236.800.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,"4,6%/năm"
Cách thức trả lãi:," Tiền gốc trái phiếu được thanh toán 01 lần khi đến hạn, tiền lãi trái phiếu được thanh toán định kỳ hàng năm vào ngày 25/07 từ năm 2020 đến năm đáo hạn."
Kỳ hạn:,15 năm
Ngày phát hành:,25/07/2019
Ngày đáo hạn:,25/07/2034
Nơi quản lý tại VSD:,Trụ sở chính
