Keys,Values
Tên TCPH:,"
Công ty Đầu tư tài chính Nhà nước Tp. Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu chính quyền địa phương Thành phố Hồ Chí Minh năm 2018
Mã chứng khoán:,HCMB18240
Mã ISIN:,VNHCMB182406
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số: 79/2018/GCNTP-VSD do VSD cấp lần đầu ngày 27/12/2018
Tổng số chứng khoán đăng ký:,8.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,800.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành
Lãi suất:,"6,4%/năm"
Cách thức trả lãi:,"Tiền gốc trái phiếu được thanh toán một lần vào ngày đáo hạn; Tiền lãi trái phiếu được thanh toán sau theo định kỳ 01 năm/lần. Trường hợp đến hạn trả lãi, chủ sở hữu trái phiếu không đến nhận lãi thanh toán thì lãi trái phiếu sẽ được bảo lưu, không tính nhập gốc.	"
Kỳ hạn:,30 năm
Ngày phát hành:,27/12/2018
Ngày đáo hạn:,27/12/2048
Nơi quản lý tại VSD:,Trụ sở chính
