Keys,Values
Tên TCPH:,"
Ngân hàng Chính sách Xã hội
"
Tên chứng khoán:,Trái phiếu Ngân hàng Chính sách được Chính phủ bảo lãnh
Mã chứng khoán:,VBS111048
Mã ISIN:,VNVBS1110485
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,48/GCNTP-VSD
Tổng số chứng khoán đăng ký:,1.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,12.6%/năm
Cách thức trả lãi:,Tiền lãi được thanh toán mỗi năm một lần trùng với ngày phát hành. Tiền gốc được thanh toán một lần bằng mệnh giá khi đến hạn
Kỳ hạn:,5 năm
Ngày phát hành:,12/07/2011
Ngày đáo hạn:,12/07/2016
Nơi quản lý tại VSD:,Trụ sở chính
