Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Ngân hàng Phát triển Việt Nam
Mã chứng khoán:,BVDB15326
Mã ISIN:,VNBVDB153260
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số 100/2015/GCNTP-VSD do VSD cấp ngày 25/11/2015
Tổng số chứng khoán đăng ký:,7.500.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,750.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,7.2%/năm
Cách thức trả lãi:,"Tiền lãi trái phiếu được trả sau, mỗi năm một lần vào ngày trùng với ngày phát hành trái phiếu. lãi trái phiếu được bảo lưu, không tính nhập gốc, Tiền gốc trái phiếu được thanh toán một lần bằng mệnh giá khi đến hạn"
Kỳ hạn:,5 năm
Ngày phát hành:,25/11/2015
Ngày đáo hạn:,25/11/2020
Nơi quản lý tại VSD:,Trụ sở chính
