Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
"
Tên chứng quyền:,Chứng quyền VHM-HSC-MET08
Mã chứng quyền:,CVHM2208
Mã ISIN:,VN0CVHM22081
Mã chứng khoán cơ sở:,VHM
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Vinhomes
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,6 tháng
Ngày đáo hạn:,07/11/2022
Tỷ lệ chuyển đổi:,"7,7730:1"
Giá thực hiện:,67.043  đồng
Giá phát hành lần đầu:,1.200  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số: 102/2022/GCNCW-VSD do VSD cấp lần đầu ngày 25/05/2022
Số lượng chứng quyền đăng ký lần đầu tại VSD:,7.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,8.400.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,7.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
