Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán SSI
"
Tên chứng quyền:,Chứng quyền VRE/4M/SSI/C/EU/Cash-12
Mã chứng quyền:,CVRE2112
Mã ISIN:,VN0CVRE21121
Mã chứng khoán cơ sở:,VRE
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Vincom Retail
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,4 tháng
Ngày đáo hạn:,01/03/2022
Tỷ lệ chuyển đổi:,2:1
Giá thực hiện:,32.000  đồng
Giá phát hành lần đầu:,2.250  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số: 162/2021/GCNCW-VSD do VSD cấp lần đầu ngày 18/11/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,23.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,51.750.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,23.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
