Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Chính phủ
Mã chứng khoán:,QH072223
Mã ISIN:,VN0QH0722236
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,61/2007/GCNTP-TTLK
Tổng số chứng khoán đăng ký:,4.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,400.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,8.4%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,15 năm
Ngày phát hành:,26/07/2007
Ngày đáo hạn:,26/07/2022
Nơi quản lý tại VSD:,Trụ sở chính
