Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán VnDirect
"
Tên chứng quyền:,Chứng quyền.REE.VND.M.CA.T.2020.04
Mã chứng quyền:,CREE2101
Mã ISIN:,VN0CREE21010
Mã chứng khoán cơ sở:,REE
Tổ chức phát hành mã chứng khoán cơ sở:,CTCP Cơ điện lạnh
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,6 tháng
Ngày đáo hạn:,06/07/2021
Tỷ lệ chuyển đổi:,4:1
Giá thực hiện:,48.000  đồng
Giá phát hành lần đầu:,2.300  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,số 20/2021/GCNCW-VSD do VSD cấp ngày 29/01/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,4.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,9.200.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,4.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
