Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán MB
"
Tên chứng quyền:,Chứng quyền CACB01MBS22CE
Mã chứng quyền:,CACB2203
Mã ISIN:,VN0CACB22030
Mã chứng khoán cơ sở:,ACB
Tổ chức phát hành mã chứng khoán cơ sở:,Ngân hàng Thương mại cổ phần Á Châu
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,6 tháng
Ngày đáo hạn:,19/10/2022
Tỷ lệ chuyển đổi:,3:1
Giá thực hiện:,33.000  đồng
Giá phát hành lần đầu:,2.500  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số: 90/2022/GCNCW-VSD do VSD cấp lần đầu ngày 10/05/2022
Số lượng chứng quyền đăng ký lần đầu tại VSD:,5.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,12.500.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,5.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
