Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán VnDirect
"
Tên chứng quyền:,Chứng quyền.STB.VND.M.CA.T.2021.2
Mã chứng quyền:,CSTB2111
Mã ISIN:,VN0CSTB21111
Mã chứng khoán cơ sở:,STB
Tổ chức phát hành mã chứng khoán cơ sở:,Ngân Hàng TMCP Sài Gòn Thương Tín
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,"4,3 tháng"
Ngày đáo hạn:,10/02/2022
Tỷ lệ chuyển đổi:,3:1
Giá thực hiện:,30.000  đồng
Giá phát hành lần đầu:,1.500  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số: 147/2021/GCNCW-VSD do VSD cấp lần đầu ngày 13/10/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,3.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,4.500.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,3.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
