Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán SSI
"
Tên chứng quyền:,Chứng quyền TCB/8M/SSI/C/EU/Cash-12
Mã chứng quyền:,CTCB2112
Mã ISIN:,VN0CTCB21123
Mã chứng khoán cơ sở:,TCB
Tổ chức phát hành mã chứng khoán cơ sở:,Ngân hàng Thương mại cổ phần Kỹ thương Việt Nam
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,8 tháng
Ngày đáo hạn:,01/07/2022
Tỷ lệ chuyển đổi:,5:1
Giá thực hiện:,55.000  đồng
Giá phát hành lần đầu:,1.970  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số: 164/2021/GCNCW-VSD do VSD cấp lần đầu ngày 18/11/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,23.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,45.310.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,23.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
