Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
"
Tên chứng quyền:,Chứng quyền MWG-HSC-MET11
Mã chứng quyền:,CMWG2205
Mã ISIN:,VN0CMWG22057
Mã chứng khoán cơ sở:,MWG
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Đầu tư Thế giới Di động
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,6 tháng
Ngày đáo hạn:,07/11/2022
Tỷ lệ chuyển đổi:,10:1
Giá thực hiện:,155.500  đồng
Giá phát hành lần đầu:,2.200  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số: 105/2022/GCNCW-VSD do VSD cấp lần đầu ngày 25/05/2022
Số lượng chứng quyền đăng ký lần đầu tại VSD:,7.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,15.400.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,7.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
