Keys,Values
Tên TCPH:,"
Ngân hàng Chính sách Xã hội
"
Tên chứng khoán:,Trái phiếu Ngân hàng Chính sách Xã hội
Mã chứng khoán:,BVBS15063
Mã ISIN:,VNBVBS150632
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số 15/2015/GCNTP-VSD do VSD cấp lần đầu ngày 03/2/2015
Tổng số chứng khoán đăng ký:,5.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,5.9%/năm
Cách thức trả lãi:,Trả sau mỗi năm một lần trùng với ngày phát hành
Kỳ hạn:,5 năm
Ngày phát hành:,04/02/2015
Ngày đáo hạn:,04/02/2020
Nơi quản lý tại VSD:,Trụ sở chính
