Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán SSI
"
Tên chứng quyền:,Chứng quyền MWG/6M/SSI/C/EU/Cash-01
Mã chứng quyền:,CMWG1904
Mã ISIN:,VN0CMWG19046
Mã chứng khoán cơ sở:,MWG
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Đầu tư Thế giới Di động
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,06 tháng
Ngày đáo hạn:,30/12/2019
Tỷ lệ chuyển đổi:,1:1
Giá thực hiện:,90.000  đồng
Giá phát hành lần đầu:,14.000  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   16/2019/GCNCW-VSD do VSD cấp ngày 09/07/2019
Số lượng chứng quyền đăng ký lần đầu tại VSD:,1.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,14.000.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,1.000.000 chứng quyền
Hình thức đăng ký:,ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
