Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán SSI
"
Tên chứng quyền:,Chứng quyền VPB/8M/SSI/C/EU/Cash-09
Mã chứng quyền:,CVPB2015
Mã ISIN:,VN0CVPB20156
Mã chứng khoán cơ sở:,VPB
Tổ chức phát hành mã chứng khoán cơ sở:,Ngân hàng Thương mại cổ phần Việt Nam Thịnh Vượng
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,08 tháng
Ngày đáo hạn:,30/07/2021
Tỷ lệ chuyển đổi:,1:1
Giá thực hiện:,26.000  đồng
Giá phát hành lần đầu:,5.600  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,"Số:   218/2020/GCNCW-VSD do VSD cấp lần đầu ngày 14/12/2020, Số:   218/2020/GCNCW-VSD-2 cấp thay đổi lần 2 ngày 10/06/2021"
Số lượng chứng quyền đăng ký lần đầu tại VSD:,5.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,28.000.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,1.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
