Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mã chứng khoán:,VDB111061
Mã ISIN:,VNVDB1110610
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,61/2011/GCNTP-VSD do TTLKCK Việt Nam cấp ngày 09/12/2011
Tổng số chứng khoán đăng ký:,15.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.500.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,12.2%/năm
Cách thức trả lãi:,Trả lãi sau hàng năm trùng vào ngày phát hành
Kỳ hạn:,03 năm
Ngày phát hành:,02/12/2011
Ngày đáo hạn:,02/12/2014
Nơi quản lý tại VSD:,Trụ sở chính
