Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH đợt 13/2006
Mã chứng khoán:,TP1A1306
Mã ISIN:,VN0TP1A13062
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,
Tổng số chứng khoán đăng ký:,11.350.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.135.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,"8,75%/năm"
Cách thức trả lãi:,
Kỳ hạn:,5 năm
Ngày phát hành:,05/04/2006
Ngày đáo hạn:,05/04/2011
Nơi quản lý tại VSD:,Trụ sở chính
