Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH (QHTPT) kỳ hạn 5 năm
Mã chứng khoán:,QH071212
Mã ISIN:,VN0QH0712120
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,17/2007/GCNTP-TTLK ngày 06/02/2007
Tổng số chứng khoán đăng ký:,30.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,3.000.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,8.10%/năm
Cách thức trả lãi:,
Kỳ hạn:,5 năm
Ngày phát hành:,29/01/2007
Ngày đáo hạn:,29/01/2012
Nơi quản lý tại VSD:,Trụ sở chính
