Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
"
Tên chứng quyền:,Chứng quyền VRE-HSC-MET06
Mã chứng quyền:,CVRE2103
Mã ISIN:,VN0CVRE21030
Mã chứng khoán cơ sở:,VRE
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Vincom Retail
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,6 tháng
Ngày đáo hạn:,09/08/2021
Tỷ lệ chuyển đổi:,4:1
Giá thực hiện:,32.000  đồng
Giá phát hành lần đầu:,1.300  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số: 41/2021/GCNCW-VSD do VSD cấp lần đầu ngày 03/03/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,5.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,6.500.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,5.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
