Keys,Values
Tên TCPH:,"
Công ty Đầu tư tài chính Nhà nước Tp. Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu Đô thị TP.HCM đấu thầu đợt 07/2006
Mã chứng khoán:,HCM_0706
Mã ISIN:,VN00HCM07062
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 19/2006/GCNTP-CNTTLK do VSD cấp ngày 28/09/2006
Tổng số chứng khoán đăng ký:,1.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,9.55%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,15 năm
Ngày phát hành:,31/08/2006
Ngày đáo hạn:,31/08/2021
Nơi quản lý tại VSD:,Trụ sở chính
