Keys,Values
Tên TCPH:,"
Ngân hàng Chính sách Xã hội
"
Tên chứng khoán:,Trái phiếu Ngân hàng Chính sách Xã hội
Mã chứng khoán:,BVBS16280
Mã ISIN:,VNBVBS162801
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số: 65/2016/GCNTP-VSD do VSD cấp ngày 12/07/2016
Tổng số chứng khoán đăng ký:,3.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,300.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,5.6%/năm
Cách thức trả lãi:,"Tiền gốc trái phiếu được thanh toán 01 lần khi đến hạn, tiền lãi trái phiếu được thanh toán định kỳ hàng năm vào ngày 12/07 từ năm 2017 đến năm đáo hạn."
Kỳ hạn:,3 năm
Ngày phát hành:,12/07/2016
Ngày đáo hạn:,12/07/2019
Nơi quản lý tại VSD:,Trụ sở chính
