Keys,Values
Tên TCPH:,"
Công ty Đầu tư tài chính Nhà nước Tp. Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu Đô thị TP.HCM đấu thầu đợt 06/2007
Mã chứng khoán:,HCM_0607
Mã ISIN:,VN00HCM06072
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 12/2007/GCNTP-CNTTLK do VSD cấp ngày 10/09/2007
Tổng số chứng khoán đăng ký:,1.500.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,150.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,8.8%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,15 năm
Ngày phát hành:,20/08/2007
Ngày đáo hạn:,20/08/2022
Nơi quản lý tại VSD:,Trụ sở chính
