Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Ngân hàng Phát triển Việt Nam
Mã chứng khoán:,BVDB12152
Mã ISIN:,VNBVDB121523
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,79/2012/GCNTP-VSD cấp ngày 26/11/2012
Tổng số chứng khoán đăng ký:,3.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,300.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,"10,7%/năm"
Cách thức trả lãi:,Lãi trái phiếu được trả sau mỗi năm một lần trùng với ngày phát hành. Gốc trái phiếu được thanh toán một lần bằng mệnh giá khi đến hạn.
Kỳ hạn:,05 năm
Ngày phát hành:,26/11/2012
Ngày đáo hạn:,26/11/2017
Nơi quản lý tại VSD:,Trụ sở chính
