Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán MB
"
Tên chứng quyền:,Chứng quyền CREE01MBS20CE
Mã chứng quyền:,CREE2004
Mã ISIN:,VN0CREE20046
Mã chứng khoán cơ sở:,REE
Tổ chức phát hành mã chứng khoán cơ sở:,CTCP Cơ điện lạnh
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,04 tháng
Ngày đáo hạn:,23/10/2020
Tỷ lệ chuyển đổi:,3:1
Giá thực hiện:,29.500  đồng
Giá phát hành lần đầu:,1.570  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   103/2020/GCNCW-VSD do VSD cấp ngày 08/07/2020
Số lượng chứng quyền đăng ký lần đầu tại VSD:,1.500.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,2.355.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,1.500.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
