Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Chính phủ
Mã chứng khoán:,QHB0818033
Mã ISIN:,VNBB08180333
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,"33/2008/GCNTP-TTLK
"
Tổng số chứng khoán đăng ký:,800.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,80.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,15%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,10 năm
Ngày phát hành:,26/08/2008
Ngày đáo hạn:,26/08/2018
Nơi quản lý tại VSD:,Trụ sở chính
