Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Ngân hàng Phát triển Việt Nam
Mã chứng khoán:,BVDB15204
Mã ISIN:,VNBVDB152049
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số 70/2015/GCNTP-VSD do VSD cấp ngày 16/10/2015
Tổng số chứng khoán đăng ký:,19.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.900.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,"6,7%/năm"
Cách thức trả lãi:,"Tiền lãi trái phiếu được trả sau, mỗi năm một lần vào ngày trùng với ngày phát hành trái phiếu. Lãi trái phiếu được bảo lưu, không tính nhập gốc, Tiền gốc trái phiếu được thanh toán một lần bằng mệnh giá khi đến hạn.							"
Kỳ hạn:,3 năm
Ngày phát hành:,16/10/2015
Ngày đáo hạn:,16/10/2018
Nơi quản lý tại VSD:,Trụ sở chính
