Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va
"
Tên chứng khoán:,Trái phiếu NVLG082019
Mã chứng khoán:,NVL11715
Mã ISIN:,VN0NVL117158
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 79/2017/GCNTP-VSD do VSD cấp ngày 24/10/2017
Tổng số chứng khoán đăng ký:,10.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.000.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành theo hình thức cố gắng tối đa 
Lãi suất:," + Lãi suất áp dụng cho hai (2) kỳ xác định lãi suất đầu tiên: 10,9%/năm;

+ Lãi suất áp dụng cho mỗi kỳ xác định lãi suất sau hai (2) kỳ xác định lãi suất đầu tiên: bằng lãi suất tham chiếu của kỳ xác định lãi suất đó cộng 4,5%/năm. Trong đó lãi suất tham chiếu là trung bình cộng của lãi suất tiền gửi tiết kiệm cá nhân (trả lãi sau) bằng Đồng kỳ hạn 12 tháng (hoặc tương đương) do Ngân hàng TMCP Công thương Việt Nam (áp dụng tại Chi nhánh TP. Hà Nội), Ngân hàng TMCP Ngoại thương Việt Nam (áp dụng tại Sở Giao dịch), Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (áp dụng tại Sở Giao dịch)  và Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (áp dụng tại Chi nhánh Sở Giao dịch 1) công bố vào ngày làm việc thứ bảy (7) trước ngày đầu tiên của kỳ xác định lãi suất đó."
Cách thức trả lãi:,Phương thức thanh toán lãi: Thanh toán định kỳ 6 tháng/lần bằng hình thức chuyển khoản. Phương thức thanh toán gốc: Thanh toán một lần bằng mệnh giá vào ngày đáo hạn.
Kỳ hạn:,2 năm
Ngày phát hành:,08/08/2017
Ngày đáo hạn:,08/08/2019
Nơi quản lý tại VSD:,Chi nhánh
