Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 2/2019
Mã chứng khoán:,BVDB19022
Mã ISIN:,VNBVDB190221
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số: 43/2019/GCNTP-VSD do VSD cấp ngày 20/11/2019
Tổng số chứng khoán đăng ký:,9.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,900.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,"3,7%/năm"
Cách thức trả lãi:,"Tiền gốc trái phiếu được thanh toán 01 lần bằng mệnh giá khi đến hạn. Tiền lãi trả sau, mỗi năm một lần vào ngày trùng với ngày phát hành. Lãi trái phiếu được bảo lưu, không tính nhập gốc.	"
Kỳ hạn:,5 năm
Ngày phát hành:,20/11/2019
Ngày đáo hạn:,20/11/2024
Nơi quản lý tại VSD:,Trụ sở chính
