Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.HDB.KIS.M.CA.T.02
Mã chứng quyền:,CHDB2003
Mã ISIN:,VN0CHDB20037
Mã chứng khoán cơ sở:,HDB
Tổ chức phát hành mã chứng khoán cơ sở:,Ngân hàng Thương mại cổ phần Phát triển thành phố Hồ Chí Minh
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,11 tháng
Ngày đáo hạn:,16/12/2020
Tỷ lệ chuyển đổi:,"1,2122:1"
Giá thực hiện:,19.469  đồng
Giá phát hành lần đầu:,2.700  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   23/2020/GCNCW-VSD do VSD cấp ngày 06/02/2020
Số lượng chứng quyền đăng ký lần đầu tại VSD:,2.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,5.400.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,1.200.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
