Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán SSI
"
Tên chứng quyền:,Chứng quyền VPB/5M/SSI/C/EU/Cash-09
Mã chứng quyền:,CVPB2016
Mã ISIN:,VN0CVPB20164
Mã chứng khoán cơ sở:,VPB
Tổ chức phát hành mã chứng khoán cơ sở:,Ngân hàng Thương mại cổ phần Việt Nam Thịnh Vượng
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,05 tháng
Ngày đáo hạn:,04/05/2021
Tỷ lệ chuyển đổi:,1:1
Giá thực hiện:,27.000  đồng
Giá phát hành lần đầu:,4.800  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   221/2020/GCNCW-VSD do VSD cấp lần đầu ngày 16/12/2020; số 221/2020/GCNCW-VSD-2 cấp thay đổi lần 02 ngày 12/03/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,7.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,33.600.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,2.200.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
